FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
Rockyview General Hospital,SW,2024,Q4,98,5.24,854
Rockyview General Hospital,SW,2024,Q4,58,10.01,1898
Rockyview General Hospital,SW,2024,Q1,136,13.15,692
Peter Lougheed Centre,NE,2024,Q4,78,12.41,1939
Rockyview General Hospital,SW,2024,Q1,112,16.06,1566
Rockyview General Hospital,SW,2024,Q4,111,3.72,1727
Peter Lougheed Centre,NE,2024,Q3,42,12.76,592
Rockyview General Hospital,SW,2024,Q1,18,12.44,1362
Peter Lougheed Centre,NE,2024,Q1,73,10.88,1471
Foothills Medical Centre,NW,2024,Q3,78,6.49,1941
Foothills Medical Centre,NW,2024,Q2,112,13.07,1256
Peter Lougheed Centre,NE,2024,Q2,28,9.95,1736
South Health Campus,SE,2024,Q4,107,16.42,607
South Health Campus,SE,2024,Q1,149,5.05,1931
Peter Lougheed Centre,NE,2024,Q1,101,11.97,1799
Foothills Medical Centre,NW,2024,Q4,173,6.65,1861
Rockyview General Hospital,SW,2024,Q1,128,20.82,1310
Foothills Medical Centre,NW,2024,Q4,30,20.81,712
South Health Campus,SE,2024,Q1,122,3.49,1951
Peter Lougheed Centre,NE,2024,Q1,144,0.5,1115
South Health Campus,SE,2024,Q4,104,0.5,1044
Peter Lougheed Centre,NE,2024,Q3,89,18.65,1806
Rockyview General Hospital,SW,2024,Q1,110,7.24,1655
South Health Campus,SE,2024,Q1,147,5.38,1000
Foothills Medical Centre,NW,2024,Q1,144,6.47,695
Rockyview General Hospital,SW,2024,Q2,42,4.14,973
Foothills Medical Centre,NW,2024,Q1,84,14.68,585
Peter Lougheed Centre,NE,2024,Q3,40,10.33,953
Peter Lougheed Centre,NE,2024,Q2,178,4.99,658
Foothills Medical Centre,NW,2024,Q4,167,5.92,1478
Peter Lougheed Centre,NE,2024,Q1,109,18.95,1113
Peter Lougheed Centre,NE,2024,Q1,54,9.67,1165
Peter Lougheed Centre,NE,2024,Q2,152,15.8,1331
Foothills Medical Centre,NW,2024,Q3,15,2.4,1704
Foothills Medical Centre,NW,2024,Q3,47,8.18,1652
Foothills Medical Centre,NW,2024,Q4,171,11.58,1325
Peter Lougheed Centre,NE,2024,Q2,113,9.06,1922
Peter Lougheed Centre,NE,2024,Q2,172,16.71,1131
South Health Campus,SE,2024,Q3,111,6.79,1026
Foothills Medical Centre,NW,2024,Q1,30,2.64,1869
Rockyview General Hospital,SW,2024,Q4,173,11.39,1336
Foothills Medical Centre,NW,2024,Q2,90,8.83,1513
South Health Campus,SE,2024,Q2,177,0.5,1959
South Health Campus,SE,2024,Q3,176,10.75,580
Rockyview General Hospital,SW,2024,Q3,79,4.36,1093
South Health Campus,SE,2024,Q3,136,5.9,1947
South Health Campus,SE,2024,Q2,56,20.62,749
Foothills Medical Centre,NW,2024,Q3,53,11.52,1703
Foothills Medical Centre,NW,2024,Q3,92,10.56,895
South Health Campus,SE,2024,Q4,101,1.89,965
Peter Lougheed Centre,NE,2024,Q2,161,4.95,901
South Health Campus,SE,2024,Q2,24,12.01,1236
Peter Lougheed Centre,NE,2024,Q3,177,2.82,1064
Peter Lougheed Centre,NE,2024,Q2,157,6.85,583
South Health Campus,SE,2024,Q2,144,1.98,1307
Rockyview General Hospital,SW,2024,Q3,116,20.87,1846
Rockyview General Hospital,SW,2024,Q3,80,11.41,729
Peter Lougheed Centre,NE,2024,Q4,132,10.61,532
South Health Campus,SE,2024,Q3,35,9.6,1371
Foothills Medical Centre,NW,2024,Q1,31,1.92,531
South Health Campus,SE,2024,Q1,98,9.42,1330
Foothills Medical Centre,NW,2024,Q3,134,16.36,1661
South Health Campus,SE,2024,Q2,62,4.83,561
South Health Campus,SE,2024,Q4,151,8.76,758
Foothills Medical Centre,NW,2024,Q2,130,9.43,606
Peter Lougheed Centre,NE,2024,Q1,144,12.88,1296
Rockyview General Hospital,SW,2024,Q2,67,10.9,911
Rockyview General Hospital,SW,2024,Q1,91,6.01,1982
Peter Lougheed Centre,NE,2024,Q2,28,18.39,1493
Peter Lougheed Centre,NE,2024,Q2,23,6.24,787
Rockyview General Hospital,SW,2024,Q4,25,5.24,975
Peter Lougheed Centre,NE,2024,Q1,27,0.5,1795
Peter Lougheed Centre,NE,2024,Q4,19,8.82,1878
South Health Campus,SE,2024,Q2,112,1.86,579
Rockyview General Hospital,SW,2024,Q4,24,11.8,1955
Foothills Medical Centre,NW,2024,Q4,85,3.38,670
South Health Campus,SE,2024,Q1,39,0.5,604
Foothills Medical Centre,NW,2024,Q4,168,5.37,1382
Rockyview General Hospital,SW,2024,Q4,155,13.14,1463
Peter Lougheed Centre,NE,2024,Q2,95,1.09,758
Rockyview General Hospital,SW,2024,Q4,18,11.05,1231
South Health Campus,SE,2024,Q3,50,5.12,1557
Rockyview General Hospital,SW,2024,Q2,55,7.36,1875
Foothills Medical Centre,NW,2024,Q4,11,14.47,1515
Rockyview General Hospital,SW,2024,Q2,102,8.36,1004
Foothills Medical Centre,NW,2024,Q2,12,13.74,819
South Health Campus,SE,2024,Q4,67,13.52,581
Rockyview General Hospital,SW,2024,Q2,11,10.57,1600
Foothills Medical Centre,NW,2024,Q2,68,6.47,1641
Peter Lougheed Centre,NE,2024,Q1,122,14.59,1106
Foothills Medical Centre,NW,2024,Q4,134,15.58,784
Peter Lougheed Centre,NE,2024,Q4,96,12.55,1982
Foothills Medical Centre,NW,2024,Q2,12,3.82,881
South Health Campus,SE,2024,Q1,25,5.32,1337
Peter Lougheed Centre,NE,2024,Q3,126,13.98,1465
Peter Lougheed Centre,NE,2024,Q1,61,5.55,1314
Foothills Medical Centre,NW,2024,Q3,63,13.1,1036
Peter Lougheed Centre,NE,2024,Q3,109,12.33,1180
Foothills Medical Centre,NW,2024,Q4,125,8.28,1921
Peter Lougheed Centre,NE,2024,Q2,162,7.64,1034
Foothills Medical Centre,NW,2024,Q1,144,10.04,802
Rockyview General Hospital,SW,2024,Q3,116,13.82,1715
Rockyview General Hospital,SW,2024,Q3,108,8.08,1617
South Health Campus,SE,2024,Q1,38,12.48,750
Foothills Medical Centre,NW,2024,Q4,177,1.59,1139
South Health Campus,SE,2024,Q4,126,13.73,533
Rockyview General Hospital,SW,2024,Q3,71,14.29,1581
South Health Campus,SE,2024,Q4,86,2.43,1862
Peter Lougheed Centre,NE,2024,Q4,169,3.52,1592
South Health Campus,SE,2024,Q2,149,6.73,1408
South Health Campus,SE,2024,Q1,57,7.89,1565
Peter Lougheed Centre,NE,2024,Q1,114,6.02,617
South Health Campus,SE,2024,Q1,33,5.61,1860
Foothills Medical Centre,NW,2024,Q4,48,16.85,767
Peter Lougheed Centre,NE,2024,Q2,129,10.36,1909
Foothills Medical Centre,NW,2024,Q2,95,10.92,1401
Peter Lougheed Centre,NE,2024,Q3,48,5.24,1982
South Health Campus,SE,2024,Q3,118,9,1028
Foothills Medical Centre,NW,2024,Q3,24,8.14,1332
Peter Lougheed Centre,NE,2024,Q3,87,11,898
Peter Lougheed Centre,NE,2024,Q3,126,8.49,600
South Health Campus,SE,2024,Q2,21,0.5,573
Peter Lougheed Centre,NE,2024,Q1,177,0.5,1381
Rockyview General Hospital,SW,2024,Q1,25,13.81,868
Rockyview General Hospital,SW,2024,Q2,23,5.87,1602
Foothills Medical Centre,NW,2024,Q1,54,0.5,1741
South Health Campus,SE,2024,Q4,118,3.02,1982
South Health Campus,SE,2024,Q2,93,15.58,1499
Peter Lougheed Centre,NE,2024,Q1,28,7.24,1971
Peter Lougheed Centre,NE,2024,Q3,154,10.49,1386
Rockyview General Hospital,SW,2024,Q3,127,9.81,1013
Rockyview General Hospital,SW,2024,Q2,171,13,1770
Rockyview General Hospital,SW,2024,Q3,22,2.26,1070
Foothills Medical Centre,NW,2024,Q4,14,10.06,1645
Rockyview General Hospital,SW,2024,Q1,173,6.56,1284
South Health Campus,SE,2024,Q1,110,0.5,1718
Foothills Medical Centre,NW,2024,Q4,110,7.11,557
Foothills Medical Centre,NW,2024,Q2,30,6.27,585
South Health Campus,SE,2024,Q3,25,12.68,1981
South Health Campus,SE,2024,Q3,111,6.5,1987
Peter Lougheed Centre,NE,2024,Q3,119,0.5,995
Foothills Medical Centre,NW,2024,Q4,11,1.99,1785
Foothills Medical Centre,NW,2024,Q1,136,4.14,1220
South Health Campus,SE,2024,Q1,11,9.03,1953
South Health Campus,SE,2024,Q3,163,11.29,974
Rockyview General Hospital,SW,2024,Q3,62,10.31,1610
Foothills Medical Centre,NW,2024,Q1,46,13.78,650
Peter Lougheed Centre,NE,2024,Q4,158,6.72,1234
South Health Campus,SE,2024,Q4,30,5.41,661
Foothills Medical Centre,NW,2024,Q3,115,8.12,1745
South Health Campus,SE,2024,Q1,112,11.27,1002
Rockyview General Hospital,SW,2024,Q1,19,7.38,848
Rockyview General Hospital,SW,2024,Q2,136,0.66,1260
South Health Campus,SE,2024,Q4,138,17.96,774
Peter Lougheed Centre,NE,2024,Q2,157,0.5,652
Peter Lougheed Centre,NE,2024,Q3,70,8.59,996
Foothills Medical Centre,NW,2024,Q3,21,3.84,1505
Foothills Medical Centre,NW,2024,Q1,24,11.05,1723
Peter Lougheed Centre,NE,2024,Q1,141,5.93,625
Rockyview General Hospital,SW,2024,Q2,78,7.28,1832
Peter Lougheed Centre,NE,2024,Q3,56,6.31,1215
Foothills Medical Centre,NW,2024,Q4,33,13.41,1352
South Health Campus,SE,2024,Q4,109,1.89,904
Foothills Medical Centre,NW,2024,Q4,72,6.08,1155
Rockyview General Hospital,SW,2024,Q2,102,3.85,1335
South Health Campus,SE,2024,Q3,11,0.5,1585
Peter Lougheed Centre,NE,2024,Q2,138,7.74,1482
Peter Lougheed Centre,NE,2024,Q2,63,12.11,1139
Foothills Medical Centre,NW,2024,Q4,125,10.29,1124
Peter Lougheed Centre,NE,2024,Q4,119,5.8,793
Rockyview General Hospital,SW,2024,Q4,118,6.82,1624
Foothills Medical Centre,NW,2024,Q1,151,14.89,1453
South Health Campus,SE,2024,Q4,122,11.08,1600
Rockyview General Hospital,SW,2024,Q4,35,14.04,711
Peter Lougheed Centre,NE,2024,Q1,105,9.74,1582
South Health Campus,SE,2024,Q4,94,3.13,744
Foothills Medical Centre,NW,2024,Q2,171,1.85,994
Foothills Medical Centre,NW,2024,Q4,132,15.53,1627
South Health Campus,SE,2024,Q3,22,0.5,1848
South Health Campus,SE,2024,Q4,50,14.92,1938
Rockyview General Hospital,SW,2024,Q2,129,10.23,1815
Foothills Medical Centre,NW,2024,Q2,146,2.1,979
Rockyview General Hospital,SW,2024,Q2,46,10.4,917
Foothills Medical Centre,NW,2024,Q2,58,9.65,1460
Foothills Medical Centre,NW,2024,Q2,10,5.9,1899
Foothills Medical Centre,NW,2024,Q4,140,8.78,1651
Peter Lougheed Centre,NE,2024,Q2,54,6.7,947
South Health Campus,SE,2024,Q4,94,15.49,1061
South Health Campus,SE,2024,Q1,143,3.76,871
Peter Lougheed Centre,NE,2024,Q1,46,5.59,578
South Health Campus,SE,2024,Q2,165,4.89,1703
Foothills Medical Centre,NW,2024,Q1,36,5.74,1866
Rockyview General Hospital,SW,2024,Q1,88,9.7,1989
Foothills Medical Centre,NW,2024,Q3,163,2.11,564
Foothills Medical Centre,NW,2024,Q4,109,13.28,1262
Foothills Medical Centre,NW,2024,Q2,90,10.19,1502
South Health Campus,SE,2024,Q3,135,0.5,1781
Rockyview General Hospital,SW,2024,Q1,26,0.5,866
Rockyview General Hospital,SW,2024,Q4,41,6.76,1060
Rockyview General Hospital,SW,2024,Q1,79,0.61,1690
South Health Campus,SE,2024,Q3,68,5.25,1977
South Health Campus,SE,2024,Q2,132,12.01,1351
Rockyview General Hospital,SW,2024,Q3,21,0.5,1708
Rockyview General Hospital,SW,2024,Q2,42,11.45,1868
Foothills Medical Centre,NW,2024,Q2,15,5.77,1818
South Health Campus,SE,2024,Q4,71,9.89,1704
Peter Lougheed Centre,NE,2024,Q3,83,14.92,565
Peter Lougheed Centre,NE,2024,Q3,34,5.07,888
South Health Campus,SE,2024,Q4,99,8.29,535
Foothills Medical Centre,NW,2024,Q4,58,16.02,714
South Health Campus,SE,2024,Q4,54,10.65,564
Peter Lougheed Centre,NE,2024,Q4,68,8.84,1282
Peter Lougheed Centre,NE,2024,Q3,69,4.06,1056
South Health Campus,SE,2024,Q4,102,6.92,1435
South Health Campus,SE,2024,Q4,73,14.48,1949
Foothills Medical Centre,NW,2024,Q3,40,2.64,685
Rockyview General Hospital,SW,2024,Q3,42,0.5,666
South Health Campus,SE,2024,Q4,33,9.55,1384
Foothills Medical Centre,NW,2024,Q1,124,6.08,1372
Rockyview General Hospital,SW,2024,Q3,16,4.51,1065
Rockyview General Hospital,SW,2024,Q4,50,5.88,1259
Foothills Medical Centre,NW,2024,Q3,45,0.5,831
South Health Campus,SE,2024,Q2,158,1.38,1164
Peter Lougheed Centre,NE,2024,Q1,119,5.42,854
Foothills Medical Centre,NW,2024,Q1,16,18.84,874
South Health Campus,SE,2024,Q2,119,8.31,920
Rockyview General Hospital,SW,2024,Q1,74,13.3,1345
Peter Lougheed Centre,NE,2024,Q1,92,11.17,1379
Peter Lougheed Centre,NE,2024,Q3,26,20.03,817
Foothills Medical Centre,NW,2024,Q1,111,7.46,1460
South Health Campus,SE,2024,Q1,63,8.45,996
Foothills Medical Centre,NW,2024,Q4,11,11.99,1520
South Health Campus,SE,2024,Q1,166,9.78,1307
Foothills Medical Centre,NW,2024,Q3,98,10.75,781
Peter Lougheed Centre,NE,2024,Q2,86,14.72,1618
Rockyview General Hospital,SW,2024,Q1,11,12.2,1475
Rockyview General Hospital,SW,2024,Q3,149,4.8,629
Foothills Medical Centre,NW,2024,Q1,94,4.91,1511
South Health Campus,SE,2024,Q3,160,5.49,1652
Peter Lougheed Centre,NE,2024,Q1,99,0.5,1093
Peter Lougheed Centre,NE,2024,Q2,113,10.32,1508
Foothills Medical Centre,NW,2024,Q1,130,3.35,689
South Health Campus,SE,2024,Q3,31,7.89,994
South Health Campus,SE,2024,Q4,88,3.58,1551
South Health Campus,SE,2024,Q3,30,9.03,812
South Health Campus,SE,2024,Q2,45,16.35,1745
Foothills Medical Centre,NW,2024,Q2,88,0.5,1157
South Health Campus,SE,2024,Q2,98,0.5,1079
Foothills Medical Centre,NW,2024,Q4,68,3.21,1443
South Health Campus,SE,2024,Q2,142,11.77,1220
Foothills Medical Centre,NW,2024,Q1,10,9.81,1781
Rockyview General Hospital,SW,2024,Q4,176,9.29,1389
Rockyview General Hospital,SW,2024,Q2,50,7.77,1764
Peter Lougheed Centre,NE,2024,Q4,43,8.44,867
South Health Campus,SE,2024,Q4,86,6.83,1113
South Health Campus,SE,2024,Q2,120,13.44,1490
South Health Campus,SE,2024,Q3,173,18.5,1280
South Health Campus,SE,2024,Q1,44,16.35,1230
Foothills Medical Centre,NW,2024,Q2,32,2.14,1073
Rockyview General Hospital,SW,2024,Q4,101,17.75,1046
Foothills Medical Centre,NW,2024,Q1,16,7.9,1753
Foothills Medical Centre,NW,2024,Q1,131,7.06,1414
South Health Campus,SE,2024,Q2,127,9.62,1364
Rockyview General Hospital,SW,2024,Q2,21,1.09,1638
South Health Campus,SE,2024,Q4,107,10.55,1109
Foothills Medical Centre,NW,2024,Q4,152,7.47,980
Peter Lougheed Centre,NE,2024,Q1,176,3.54,1319
South Health Campus,SE,2024,Q3,94,11.79,625
South Health Campus,SE,2024,Q3,172,4.71,1839
Foothills Medical Centre,NW,2024,Q1,110,0.5,696
South Health Campus,SE,2024,Q3,73,4.73,544
South Health Campus,SE,2024,Q3,157,3.34,726
South Health Campus,SE,2024,Q4,135,3.48,1117
Foothills Medical Centre,NW,2024,Q4,137,2.96,674
Peter Lougheed Centre,NE,2024,Q4,178,1.76,1176
Rockyview General Hospital,SW,2024,Q4,11,8.04,1899
Foothills Medical Centre,NW,2024,Q1,172,3.75,737
Peter Lougheed Centre,NE,2024,Q3,118,8.64,1953
Peter Lougheed Centre,NE,2024,Q1,59,8.76,1540
South Health Campus,SE,2024,Q3,155,9.26,1035
Rockyview General Hospital,SW,2024,Q1,29,11.37,672
Peter Lougheed Centre,NE,2024,Q4,20,0.5,529
Peter Lougheed Centre,NE,2024,Q4,20,12.42,1453
South Health Campus,SE,2024,Q2,169,1.16,1122
Peter Lougheed Centre,NE,2024,Q1,44,11.84,1933
Foothills Medical Centre,NW,2024,Q3,152,4.9,1208
Peter Lougheed Centre,NE,2024,Q2,93,12.43,1790
Peter Lougheed Centre,NE,2024,Q4,34,8.64,1838
Foothills Medical Centre,NW,2024,Q4,174,19.28,1675
Rockyview General Hospital,SW,2024,Q3,47,9.85,706
Rockyview General Hospital,SW,2024,Q2,55,17.38,1406
Foothills Medical Centre,NW,2024,Q2,164,1.75,1627
Peter Lougheed Centre,NE,2024,Q2,170,11.73,1566
South Health Campus,SE,2024,Q3,140,11.34,515
Peter Lougheed Centre,NE,2024,Q4,132,7.85,873
Peter Lougheed Centre,NE,2024,Q4,153,0.5,1823
Rockyview General Hospital,SW,2024,Q1,176,10.49,762
Peter Lougheed Centre,NE,2024,Q1,89,12.97,1057
Rockyview General Hospital,SW,2024,Q4,83,6.86,868
Peter Lougheed Centre,NE,2024,Q2,136,5.94,1405
Peter Lougheed Centre,NE,2024,Q3,164,8.4,1955
Peter Lougheed Centre,NE,2024,Q4,45,4.15,1062
Peter Lougheed Centre,NE,2024,Q2,119,3.39,1409
South Health Campus,SE,2024,Q3,123,1.56,1683
South Health Campus,SE,2024,Q2,167,17.75,1805
South Health Campus,SE,2024,Q1,97,15.35,1673
Peter Lougheed Centre,NE,2024,Q3,40,14.34,1432
Rockyview General Hospital,SW,2024,Q3,116,24.17,1469
Rockyview General Hospital,SW,2024,Q3,41,8.58,933
Rockyview General Hospital,SW,2024,Q4,91,0.5,1218
South Health Campus,SE,2024,Q1,33,7.38,1391
Peter Lougheed Centre,NE,2024,Q4,40,11.08,1074
Rockyview General Hospital,SW,2024,Q4,44,2.41,1460
Foothills Medical Centre,NW,2024,Q4,77,0.5,871
Foothills Medical Centre,NW,2024,Q4,115,15.76,1837
Rockyview General Hospital,SW,2024,Q3,53,6.28,1667
Peter Lougheed Centre,NE,2024,Q4,26,0.5,1875
Peter Lougheed Centre,NE,2024,Q2,163,9.01,1348
South Health Campus,SE,2024,Q3,113,3.98,1675
Rockyview General Hospital,SW,2024,Q1,18,13.67,1675
South Health Campus,SE,2024,Q2,115,8.09,1776
South Health Campus,SE,2024,Q3,74,11.08,1106
Peter Lougheed Centre,NE,2024,Q4,169,4.12,1826
Foothills Medical Centre,NW,2024,Q1,34,15.43,683
Peter Lougheed Centre,NE,2024,Q3,176,4.63,877
Foothills Medical Centre,NW,2024,Q1,106,5.29,510
Peter Lougheed Centre,NE,2024,Q2,45,14.4,1028
South Health Campus,SE,2024,Q3,178,3.05,1244
Foothills Medical Centre,NW,2024,Q2,78,5.23,1914
Foothills Medical Centre,NW,2024,Q2,85,8.81,604
Foothills Medical Centre,NW,2024,Q3,163,9.13,1977
Foothills Medical Centre,NW,2024,Q4,166,8.38,1967
Foothills Medical Centre,NW,2024,Q2,26,8.24,519
Rockyview General Hospital,SW,2024,Q3,40,11.07,838
South Health Campus,SE,2024,Q1,58,3.92,1991
Foothills Medical Centre,NW,2024,Q3,153,5.17,1581
Foothills Medical Centre,NW,2024,Q1,35,7.07,1877
Peter Lougheed Centre,NE,2024,Q3,128,8.13,1863
Foothills Medical Centre,NW,2024,Q1,126,3.36,799
South Health Campus,SE,2024,Q3,139,6.67,1529
Peter Lougheed Centre,NE,2024,Q1,46,0.5,1111
Foothills Medical Centre,NW,2024,Q4,58,3.4,1656
Rockyview General Hospital,SW,2024,Q4,162,11.04,1362
South Health Campus,SE,2024,Q3,151,11.07,1639
Peter Lougheed Centre,NE,2024,Q4,70,7.64,1922
South Health Campus,SE,2024,Q4,150,5.25,1330
Peter Lougheed Centre,NE,2024,Q4,42,10.89,1227
Foothills Medical Centre,NW,2024,Q3,127,0.5,710
South Health Campus,SE,2024,Q4,148,7.85,572
Rockyview General Hospital,SW,2024,Q3,78,6.82,1770
South Health Campus,SE,2024,Q4,69,21.53,1660
Peter Lougheed Centre,NE,2024,Q4,154,16.73,1772
Foothills Medical Centre,NW,2024,Q1,36,2.52,1899
South Health Campus,SE,2024,Q4,118,0.51,1238
Peter Lougheed Centre,NE,2024,Q4,47,6.01,666
Rockyview General Hospital,SW,2024,Q1,147,0.5,1225
Rockyview General Hospital,SW,2024,Q1,34,0.5,572
Rockyview General Hospital,SW,2024,Q2,14,13.01,1548
Peter Lougheed Centre,NE,2024,Q4,129,3.35,1792
Foothills Medical Centre,NW,2024,Q3,63,10.64,888
Peter Lougheed Centre,NE,2024,Q1,69,14.77,517
Rockyview General Hospital,SW,2024,Q3,44,9.83,1849
Peter Lougheed Centre,NE,2024,Q3,95,4.99,1987
South Health Campus,SE,2024,Q2,13,7.42,1246
Foothills Medical Centre,NW,2024,Q1,30,10.96,1660
Rockyview General Hospital,SW,2024,Q4,88,11.33,1459
Foothills Medical Centre,NW,2024,Q3,59,10.22,650
Peter Lougheed Centre,NE,2024,Q4,151,11.03,1175
Peter Lougheed Centre,NE,2024,Q2,50,1.55,1472
Peter Lougheed Centre,NE,2024,Q2,91,5.82,1916
Peter Lougheed Centre,NE,2024,Q1,89,9.78,1579
Rockyview General Hospital,SW,2024,Q2,173,1.53,745
Rockyview General Hospital,SW,2024,Q2,38,0.5,1043
South Health Campus,SE,2024,Q4,166,5.73,1184
Peter Lougheed Centre,NE,2024,Q2,62,4.24,1852
Rockyview General Hospital,SW,2024,Q2,15,11.04,1785
Foothills Medical Centre,NW,2024,Q1,132,6.29,1373
Foothills Medical Centre,NW,2024,Q2,108,7.8,1847
Foothills Medical Centre,NW,2024,Q2,83,1.41,1403
Foothills Medical Centre,NW,2024,Q4,118,0.5,754
South Health Campus,SE,2024,Q2,117,9.38,1253
Rockyview General Hospital,SW,2024,Q2,84,2.85,586
Rockyview General Hospital,SW,2024,Q3,152,0.5,1242
Rockyview General Hospital,SW,2024,Q4,42,0.5,1107
Foothills Medical Centre,NW,2024,Q4,172,8.82,837
Foothills Medical Centre,NW,2024,Q4,179,0.5,1733
Peter Lougheed Centre,NE,2024,Q3,102,0.5,959
South Health Campus,SE,2024,Q4,170,6.07,1517
Foothills Medical Centre,NW,2024,Q1,14,6.26,1633
Rockyview General Hospital,SW,2024,Q1,87,0.5,1970
South Health Campus,SE,2024,Q4,18,8.13,967
Rockyview General Hospital,SW,2024,Q3,47,11.91,1737
Peter Lougheed Centre,NE,2024,Q4,47,7.52,1613
Foothills Medical Centre,NW,2024,Q4,92,2.84,991
South Health Campus,SE,2024,Q1,47,3.5,886
Rockyview General Hospital,SW,2024,Q1,70,6.54,1451
South Health Campus,SE,2024,Q1,100,10.97,1479
Foothills Medical Centre,NW,2024,Q2,42,11.52,844
Rockyview General Hospital,SW,2024,Q4,22,6.59,560
Rockyview General Hospital,SW,2024,Q1,136,9.3,1353
Peter Lougheed Centre,NE,2024,Q2,167,1.43,1358
Peter Lougheed Centre,NE,2024,Q3,107,1.4,1337
Foothills Medical Centre,NW,2024,Q1,109,7.06,689
Rockyview General Hospital,SW,2024,Q3,75,8.63,591
Foothills Medical Centre,NW,2024,Q3,33,2.67,1268
Rockyview General Hospital,SW,2024,Q2,130,10.94,1751
Peter Lougheed Centre,NE,2024,Q2,154,6.53,1652
Rockyview General Hospital,SW,2024,Q2,157,5.47,1548
South Health Campus,SE,2024,Q4,111,8.53,1987
Rockyview General Hospital,SW,2024,Q3,133,8.94,882
South Health Campus,SE,2024,Q4,82,14.76,1537
Rockyview General Hospital,SW,2024,Q4,22,5,570
Peter Lougheed Centre,NE,2024,Q2,29,8.85,1908
Foothills Medical Centre,NW,2024,Q3,27,5.7,596
Foothills Medical Centre,NW,2024,Q1,98,5.64,807
Rockyview General Hospital,SW,2024,Q1,22,8.51,1520
Foothills Medical Centre,NW,2024,Q4,156,4.88,1008
South Health Campus,SE,2024,Q3,162,12.9,1254
South Health Campus,SE,2024,Q2,44,16.59,568
Peter Lougheed Centre,NE,2024,Q3,60,10.4,711
Foothills Medical Centre,NW,2024,Q4,178,8.92,1315
Foothills Medical Centre,NW,2024,Q3,96,11.07,1131
South Health Campus,SE,2024,Q1,128,6.59,713
Peter Lougheed Centre,NE,2024,Q3,142,9.58,1328
Peter Lougheed Centre,NE,2024,Q4,95,9.19,1851
Peter Lougheed Centre,NE,2024,Q3,119,11.21,1002
South Health Campus,SE,2024,Q3,85,4.76,728
South Health Campus,SE,2024,Q3,119,11.18,1207
South Health Campus,SE,2024,Q1,118,4.65,704
Rockyview General Hospital,SW,2024,Q4,53,6.64,887
Rockyview General Hospital,SW,2024,Q4,102,8.5,1836
Foothills Medical Centre,NW,2024,Q2,106,9.98,1514
Rockyview General Hospital,SW,2024,Q4,133,11.82,1908
Foothills Medical Centre,NW,2024,Q1,18,18.7,1598
South Health Campus,SE,2024,Q3,144,11.01,1128
Foothills Medical Centre,NW,2024,Q3,161,0.5,1222
Peter Lougheed Centre,NE,2024,Q3,139,5.88,1480
South Health Campus,SE,2024,Q2,68,9.59,1670
Rockyview General Hospital,SW,2024,Q3,117,0.74,941
Foothills Medical Centre,NW,2024,Q1,34,6.87,1368
South Health Campus,SE,2024,Q4,101,4.6,1412
Peter Lougheed Centre,NE,2024,Q1,82,0.5,948
Foothills Medical Centre,NW,2024,Q2,128,3.4,1472
